Accuracy,F1 Score,Train Accuracy,Number of Annotations,damping,preference,Train_type,Classes
0.4434782608695652,0.27249869041382924,0.9,10,0.75,-180,Random,2
0.34260089686098655,0.32335814468212476,0.6,80,0.75,-180,AP,8
0.34260089686098655,0.32335814468212476,0.6,80,0.75,-180,BvSB,8
0.34260089686098655,0.32335814468212476,0.6,80,0.75,-180,BvSB,8
0.36404494382022473,0.33607912332918366,0.611764705882353,85,0.75,-180,BvSB,8
0.36404494382022473,0.33607912332918366,0.611764705882353,85,0.75,-180,BvSB,8
0.359009009009009,0.3327709536585189,0.6444444444444445,90,0.75,-180,BvSB,8
0.359009009009009,0.3327709536585189,0.6444444444444445,90,0.75,-180,BvSB,8
0.3358916478555305,0.3258960441002725,0.6210526315789474,95,0.75,-180,BvSB,9
0.3358916478555305,0.3258960441002725,0.6210526315789474,95,0.75,-180,BvSB,9
0.3393665158371041,0.3261463983975352,0.62,100,0.75,-180,BvSB,9
0.3393665158371041,0.3261463983975352,0.62,100,0.75,-180,BvSB,9
0.363265306122449,0.33857864010924843,0.6095238095238096,105,0.75,-180,BvSB,9
0.363265306122449,0.33857864010924843,0.6095238095238096,105,0.75,-180,BvSB,9
0.3609090909090909,0.3375959324962879,0.5818181818181818,110,0.75,-180,BvSB,9
0.3609090909090909,0.3375959324962879,0.5818181818181818,110,0.75,-180,BvSB,9
0.3539863325740319,0.33135729942312664,0.5565217391304348,115,0.75,-180,BvSB,9
0.3539863325740319,0.33135729942312664,0.5565217391304348,115,0.75,-180,BvSB,9
0.354337899543379,0.3346826125169212,0.5416666666666666,120,0.75,-180,BvSB,10
0.354337899543379,0.3346826125169212,0.5416666666666666,120,0.75,-180,BvSB,10
0.3377574370709382,0.32328922446795444,0.552,125,0.75,-180,BvSB,10
0.3377574370709382,0.32328922446795444,0.552,125,0.75,-180,BvSB,10
0.35275229357798166,0.33154982505436764,0.5461538461538461,130,0.75,-180,BvSB,10
0.35275229357798166,0.33154982505436764,0.5461538461538461,130,0.75,-180,BvSB,10
0.34022988505747126,0.3263309431813409,0.5555555555555556,135,0.75,-180,BvSB,10
0.34022988505747126,0.3263309431813409,0.5555555555555556,135,0.75,-180,BvSB,10
0.3456221198156682,0.3292713035092694,0.5642857142857143,140,0.75,-180,BvSB,10
0.3456221198156682,0.3292713035092694,0.5642857142857143,140,0.75,-180,BvSB,10
0.3371824480369515,0.3248543013114483,0.5724137931034483,145,0.75,-180,BvSB,10
0.3371824480369515,0.3248543013114483,0.5724137931034483,145,0.75,-180,BvSB,10
0.3453703703703704,0.3307718888200269,0.5866666666666667,150,0.75,-180,BvSB,10
0.3453703703703704,0.3307718888200269,0.5866666666666667,150,0.75,-180,BvSB,10
0.3470997679814385,0.3334970628384904,0.5935483870967742,155,0.75,-180,BvSB,10
0.3470997679814385,0.3334970628384904,0.5935483870967742,155,0.75,-180,BvSB,10
0.34325581395348836,0.3319095916666769,0.575,160,0.75,-180,BvSB,10
0.34325581395348836,0.3319095916666769,0.575,160,0.75,-180,BvSB,10
0.34685314685314683,0.3344284395541639,0.5818181818181818,165,0.75,-180,BvSB,10
0.34685314685314683,0.3344284395541639,0.5818181818181818,165,0.75,-180,BvSB,10
0.3542056074766355,0.3399593026069471,0.5529411764705883,170,0.75,-180,BvSB,10
0.3542056074766355,0.3399593026069471,0.5529411764705883,170,0.75,-180,BvSB,10
0.3437939110070258,0.3326721938717039,0.56,175,0.75,-180,BvSB,10
0.3437939110070258,0.3326721938717039,0.56,175,0.75,-180,BvSB,10
0.34225352112676055,0.33337632917307664,0.5722222222222222,180,0.75,-180,BvSB,10
0.34225352112676055,0.33337632917307664,0.5722222222222222,180,0.75,-180,BvSB,10
0.35905882352941176,0.3438528576912838,0.6,185,0.75,-180,BvSB,10
0.35905882352941176,0.3438528576912838,0.6,185,0.75,-180,BvSB,10
0.3561320754716981,0.3412494965685819,0.5894736842105263,190,0.75,-180,BvSB,10
0.3561320754716981,0.3412494965685819,0.5894736842105263,190,0.75,-180,BvSB,10
0.36028368794326243,0.3461201300264876,0.5846153846153846,195,0.75,-180,BvSB,10
0.36028368794326243,0.3461201300264876,0.5846153846153846,195,0.75,-180,BvSB,10
0.35971563981042654,0.34640915715820475,0.585,200,0.75,-180,BvSB,10
0.35971563981042654,0.34640915715820475,0.585,200,0.75,-180,BvSB,10
0.366270783847981,0.3478806155025034,0.5707317073170731,205,0.75,-180,BvSB,10
0.366270783847981,0.3478806155025034,0.5707317073170731,205,0.75,-180,BvSB,10
0.3676190476190476,0.3480151098695642,0.5761904761904761,210,0.75,-180,BvSB,10
0.3676190476190476,0.3480151098695642,0.5761904761904761,210,0.75,-180,BvSB,10
0.3704057279236277,0.3498705033454635,0.5767441860465117,215,0.75,-180,BvSB,10
0.3704057279236277,0.3498705033454635,0.5767441860465117,215,0.75,-180,BvSB,10
0.37607655502392345,0.35320233065910567,0.5818181818181818,220,0.75,-180,BvSB,10
0.37607655502392345,0.35320233065910567,0.5818181818181818,220,0.75,-180,BvSB,10
0.3851318944844125,0.35679545290191844,0.5644444444444444,225,0.75,-180,BvSB,10
0.3851318944844125,0.35679545290191844,0.5644444444444444,225,0.75,-180,BvSB,10
0.39375,0.3602250560423186,0.5608695652173913,230,0.75,-180,BvSB,10
0.39375,0.3602250560423186,0.5608695652173913,230,0.75,-180,BvSB,10
0.3783132530120482,0.35252068143223037,0.5574468085106383,235,0.75,-180,BvSB,10
0.3783132530120482,0.35252068143223037,0.5574468085106383,235,0.75,-180,BvSB,10
