Accuracy,F1 Score,Train Accuracy,Number of Annotations,damping,preference
0.18041474654377881,0.09608857494779859,0.9,10,0.75,-190
0.37365213314580403,0.24905611699034094,0.5714285714285714,84,0.75,-190
0.3953930182854429,0.28275073182975397,0.6187050359712231,139,0.75,-190
0.3953930182854429,0.28275073182975397,0.6187050359712231,139,0.75,-190
0.3953930182854429,0.28275073182975397,0.6187050359712231,139,0.75,-190
0.46108069507260174,0.37378740015921713,0.6308724832214765,149,0.75,-190
0.46108069507260174,0.37378740015921713,0.6308724832214765,149,0.75,-190
0.4741111906466237,0.3874369375586511,0.6163522012578616,159,0.75,-190
0.4741111906466237,0.3874369375586511,0.6163522012578616,159,0.75,-190
0.49366180339631666,0.41452302429181026,0.6390532544378699,169,0.75,-190
0.49366180339631666,0.41452302429181026,0.6390532544378699,169,0.75,-190
0.4627187724766243,0.38658468102461674,0.6312849162011173,179,0.75,-190
0.4627187724766243,0.38658468102461674,0.6312849162011173,179,0.75,-190
0.5222302331170392,0.4376486799031577,0.6296296296296297,189,0.75,-190
0.5222302331170392,0.4376486799031577,0.6296296296296297,189,0.75,-190
0.5316791134666345,0.47086032694085755,0.6633165829145728,199,0.75,-190
0.5316791134666345,0.47086032694085755,0.6633165829145728,199,0.75,-190
0.4776624003863801,0.40566660034784147,0.5980861244019139,209,0.75,-190
0.4776624003863801,0.40566660034784147,0.5980861244019139,209,0.75,-190
0.49770031469377873,0.43721502659168765,0.5981735159817352,219,0.75,-190
0.49770031469377873,0.43721502659168765,0.5981735159817352,219,0.75,-190
0.5496238776995874,0.4800660746631386,0.6026200873362445,229,0.75,-190
0.5496238776995874,0.4800660746631386,0.6026200873362445,229,0.75,-190
0.5521770858671856,0.48223504257969957,0.5857740585774058,239,0.75,-190
0.5521770858671856,0.48223504257969957,0.5857740585774058,239,0.75,-190
0.5515727871250914,0.48158541883762596,0.5863453815261044,249,0.75,-190
0.5515727871250914,0.48158541883762596,0.5863453815261044,249,0.75,-190
0.5519432901491078,0.4837469326842875,0.5675675675675675,259,0.75,-190
0.5519432901491078,0.4837469326842875,0.5675675675675675,259,0.75,-190
0.5427591276647881,0.4699036710727319,0.5427509293680297,269,0.75,-190
0.5427591276647881,0.4699036710727319,0.5427509293680297,269,0.75,-190
0.5696389093588798,0.5056391323222365,0.5949820788530465,279,0.75,-190
0.5696389093588798,0.5056391323222365,0.5949820788530465,279,0.75,-190
0.5624230485102192,0.5001950829527652,0.5640138408304498,289,0.75,-190
0.5624230485102192,0.5001950829527652,0.5640138408304498,289,0.75,-190
0.5670204887682054,0.5015177847872749,0.5585284280936454,299,0.75,-190
0.5670204887682054,0.5015177847872749,0.5585284280936454,299,0.75,-190
0.5731254639940608,0.5171199255366493,0.5533980582524272,309,0.75,-190
0.5731254639940608,0.5171199255366493,0.5533980582524272,309,0.75,-190
0.5747953361448772,0.5212720178680956,0.5862068965517241,319,0.75,-190
0.5747953361448772,0.5212720178680956,0.5862068965517241,319,0.75,-190
0.5645361850285998,0.5052940681369918,0.547112462006079,329,0.75,-190
0.5645361850285998,0.5052940681369918,0.547112462006079,329,0.75,-190
0.5666915981052106,0.499485828396171,0.5427728613569321,339,0.75,-190
0.5666915981052106,0.499485828396171,0.5427728613569321,339,0.75,-190
0.5638590352411897,0.49882599215577916,0.5472779369627507,349,0.75,-190
0.5638590352411897,0.49882599215577916,0.5472779369627507,349,0.75,-190
0.5835630167877724,0.5229858973806106,0.5543175487465181,359,0.75,-190
0.5835630167877724,0.5229858973806106,0.5543175487465181,359,0.75,-190
0.5983421250941975,0.5358770574110112,0.5853658536585366,369,0.75,-190
0.5983421250941975,0.5358770574110112,0.5853658536585366,369,0.75,-190
0.6026189876605389,0.5431063547301362,0.5910290237467019,379,0.75,-190
0.6026189876605389,0.5431063547301362,0.5910290237467019,379,0.75,-190
0.602120676596819,0.5446027595151937,0.5938303341902313,389,0.75,-190
0.602120676596819,0.5446027595151937,0.5938303341902313,389,0.75,-190
0.6008605416350291,0.5456931404479322,0.6240601503759399,399,0.75,-190
0.6008605416350291,0.5456931404479322,0.6240601503759399,399,0.75,-190
0.6041613803603146,0.5555222304431852,0.60880195599022,409,0.75,-190
0.6041613803603146,0.5555222304431852,0.60880195599022,409,0.75,-190
0.6064614601882473,0.5571719943173518,0.5871121718377088,419,0.75,-190
0.6064614601882473,0.5571719943173518,0.5871121718377088,419,0.75,-190
0.6151491966335119,0.5699237343098107,0.6083916083916084,429,0.75,-190
0.6151491966335119,0.5699237343098107,0.6083916083916084,429,0.75,-190
0.6159549987215546,0.5743131652680707,0.6036446469248291,439,0.75,-190
0.6159549987215546,0.5743131652680707,0.6036446469248291,439,0.75,-190
0.6121507305819021,0.5715044656254156,0.5857461024498887,449,0.75,-190
0.6121507305819021,0.5715044656254156,0.5857461024498887,449,0.75,-190
0.6178360318684143,0.5862511871312794,0.6078431372549019,459,0.75,-190
0.6178360318684143,0.5862511871312794,0.6078431372549019,459,0.75,-190
0.6212316413295542,0.5891476280389576,0.6183368869936035,469,0.75,-190
0.6212316413295542,0.5891476280389576,0.6183368869936035,469,0.75,-190
0.6280030999741669,0.5941851222090148,0.6409185803757829,479,0.75,-190
0.6280030999741669,0.5941851222090148,0.6409185803757829,479,0.75,-190
0.6366226366226366,0.6033277862041141,0.6196319018404908,489,0.75,-190
0.6366226366226366,0.6033277862041141,0.6196319018404908,489,0.75,-190
0.6468449753310829,0.6228882362858821,0.6332665330661322,499,0.75,-190
0.6468449753310829,0.6228882362858821,0.6332665330661322,499,0.75,-190
0.6503514709711012,0.630302191467897,0.630648330058939,509,0.75,-190
0.6503514709711012,0.630302191467897,0.630648330058939,509,0.75,-190
