Accuracy,F1 Score,Train Accuracy,Number of Annotations,damping,preference
0.18041474654377881,0.09608857494779859,0.9,10,0.75,-300
0.2865810968494749,0.20882859922967092,0.46153846153846156,65,0.75,-300
0.2865810968494749,0.20882859922967092,0.46153846153846156,65,0.75,-300
0.2865810968494749,0.20882859922967092,0.46153846153846156,65,0.75,-300
0.40538011695906434,0.30697775617472034,0.48,75,0.75,-300
0.40538011695906434,0.30697775617472034,0.48,75,0.75,-300
0.4783118405627198,0.3677805158528577,0.5411764705882353,85,0.75,-300
0.4783118405627198,0.3677805158528577,0.5411764705882353,85,0.75,-300
0.4836662749706228,0.38289528075946627,0.5157894736842106,95,0.75,-300
0.4836662749706228,0.38289528075946627,0.5157894736842106,95,0.75,-300
0.4767962308598351,0.37753807105914244,0.5333333333333333,105,0.75,-300
0.4767962308598351,0.37753807105914244,0.5333333333333333,105,0.75,-300
0.5131050767414403,0.40999520350034074,0.5391304347826087,115,0.75,-300
0.5131050767414403,0.40999520350034074,0.5391304347826087,115,0.75,-300
0.5081656804733727,0.40582368213108705,0.512,125,0.75,-300
0.5081656804733727,0.40582368213108705,0.512,125,0.75,-300
0.5077105575326216,0.4058351578282301,0.5407407407407407,135,0.75,-300
0.5077105575326216,0.4058351578282301,0.5407407407407407,135,0.75,-300
0.5307966706302022,0.439987441792012,0.5586206896551724,145,0.75,-300
0.5307966706302022,0.439987441792012,0.5586206896551724,145,0.75,-300
0.5389749702026222,0.4432642960795553,0.5741935483870968,155,0.75,-300
0.5389749702026222,0.4432642960795553,0.5741935483870968,155,0.75,-300
0.5560334528076464,0.4649864486070584,0.6,165,0.75,-300
0.5560334528076464,0.4649864486070584,0.6,165,0.75,-300
0.5497005988023952,0.4621698013613684,0.5885714285714285,175,0.75,-300
0.5497005988023952,0.4621698013613684,0.5885714285714285,175,0.75,-300
0.5769507803121249,0.49743056983301037,0.6324324324324324,185,0.75,-300
0.5769507803121249,0.49743056983301037,0.6324324324324324,185,0.75,-300
0.5713598074608905,0.492642349264828,0.6,195,0.75,-300
0.5713598074608905,0.492642349264828,0.6,195,0.75,-300
0.5828709288299155,0.5085593598431777,0.6195121951219512,205,0.75,-300
0.5828709288299155,0.5085593598431777,0.6195121951219512,205,0.75,-300
0.5975816203143893,0.5203948617925922,0.6558139534883721,215,0.75,-300
0.5975816203143893,0.5203948617925922,0.6558139534883721,215,0.75,-300
0.6089696969696969,0.5339494240099055,0.6355555555555555,225,0.75,-300
0.6089696969696969,0.5339494240099055,0.6355555555555555,225,0.75,-300
0.5939246658566221,0.5096465470537844,0.6,235,0.75,-300
0.5939246658566221,0.5096465470537844,0.6,235,0.75,-300
0.5943970767356882,0.5137968138195819,0.5795918367346938,245,0.75,-300
0.5943970767356882,0.5137968138195819,0.5795918367346938,245,0.75,-300
0.598046398046398,0.5212574577326647,0.5725490196078431,255,0.75,-300
0.598046398046398,0.5212574577326647,0.5725490196078431,255,0.75,-300
0.6112607099143207,0.5585583436543659,0.6075471698113207,265,0.75,-300
0.6112607099143207,0.5585583436543659,0.6075471698113207,265,0.75,-300
0.6171779141104294,0.5655323906384216,0.6218181818181818,275,0.75,-300
0.6171779141104294,0.5655323906384216,0.6218181818181818,275,0.75,-300
0.6312423124231242,0.5753068038567339,0.6,285,0.75,-300
0.6312423124231242,0.5753068038567339,0.6,285,0.75,-300
0.6281134401972873,0.5741683646052013,0.5966101694915255,295,0.75,-300
0.6281134401972873,0.5741683646052013,0.5966101694915255,295,0.75,-300
0.6234857849196539,0.5704812637743248,0.5934426229508196,305,0.75,-300
0.6234857849196539,0.5704812637743248,0.5934426229508196,305,0.75,-300
0.6200743494423792,0.5683700749290322,0.5936507936507937,315,0.75,-300
0.6200743494423792,0.5683700749290322,0.5936507936507937,315,0.75,-300
0.6163975155279503,0.5612984405607395,0.5784615384615385,325,0.75,-300
0.6163975155279503,0.5612984405607395,0.5784615384615385,325,0.75,-300
0.6114570361145704,0.5552652632998119,0.5701492537313433,335,0.75,-300
0.6114570361145704,0.5552652632998119,0.5701492537313433,335,0.75,-300
0.6129837702871411,0.5566170576018932,0.5652173913043478,345,0.75,-300
0.6129837702871411,0.5566170576018932,0.5652173913043478,345,0.75,-300
0.6235294117647059,0.5691402882986131,0.5859154929577465,355,0.75,-300
0.6235294117647059,0.5691402882986131,0.5859154929577465,355,0.75,-300
0.6235884567126725,0.5693447083371973,0.5671232876712329,365,0.75,-300
0.6235884567126725,0.5693447083371973,0.5671232876712329,365,0.75,-300
0.6274213836477988,0.5714249005894435,0.5573333333333333,375,0.75,-300
0.6274213836477988,0.5714249005894435,0.5573333333333333,375,0.75,-300
0.6365699873896595,0.5907965901827106,0.5974025974025974,385,0.75,-300
0.6365699873896595,0.5907965901827106,0.5974025974025974,385,0.75,-300
0.6310998735777497,0.5848744136865159,0.5721518987341773,395,0.75,-300
0.6310998735777497,0.5848744136865159,0.5721518987341773,395,0.75,-300
0.6392902408111534,0.5947882189350511,0.582716049382716,405,0.75,-300
0.6392902408111534,0.5947882189350511,0.582716049382716,405,0.75,-300
0.6302414231257941,0.5800607975551306,0.5566265060240964,415,0.75,-300
0.6302414231257941,0.5800607975551306,0.5566265060240964,415,0.75,-300
0.6445859872611465,0.5992359894492496,0.5952941176470589,425,0.75,-300
0.6445859872611465,0.5992359894492496,0.5952941176470589,425,0.75,-300
0.6413793103448275,0.5986492087871158,0.5954022988505747,435,0.75,-300
0.6413793103448275,0.5986492087871158,0.5954022988505747,435,0.75,-300
0.6455825864276569,0.6023332646980097,0.597752808988764,445,0.75,-300
