Accuracy,F1 Score,Train Accuracy,Number of Annotations,damping,preference
0.18041474654377881,0.09608857494779859,0.9,10,0.75,-180
0.3630393996247655,0.24365374350954835,0.5465116279069767,86,0.75,-180
0.39753027784374256,0.2873421079900994,0.60431654676259,139,0.75,-180
0.39753027784374256,0.2873421079900994,0.60431654676259,139,0.75,-180
0.39753027784374256,0.2873421079900994,0.60431654676259,139,0.75,-180
0.4963104022851702,0.4055412789700684,0.6241610738255033,149,0.75,-180
0.4963104022851702,0.4055412789700684,0.6241610738255033,149,0.75,-180
0.5282748747315676,0.4366071374275353,0.6352201257861635,159,0.75,-180
0.5282748747315676,0.4366071374275353,0.6352201257861635,159,0.75,-180
0.5089691461372877,0.41999624664806795,0.6272189349112426,169,0.75,-180
0.5089691461372877,0.41999624664806795,0.6272189349112426,169,0.75,-180
0.5173819228002877,0.4290288192140795,0.6256983240223464,179,0.75,-180
0.5173819228002877,0.4290288192140795,0.6256983240223464,179,0.75,-180
0.551069454458063,0.4658008268575038,0.6402116402116402,189,0.75,-180
0.551069454458063,0.4658008268575038,0.6402116402116402,189,0.75,-180
0.5499879547097085,0.4694684937091381,0.6130653266331658,199,0.75,-180
0.5499879547097085,0.4694684937091381,0.6130653266331658,199,0.75,-180
0.545761893262497,0.4707834280556469,0.6124401913875598,209,0.75,-180
0.545761893262497,0.4707834280556469,0.6124401913875598,209,0.75,-180
0.5470830307431614,0.47498229160552774,0.589041095890411,219,0.75,-180
0.5470830307431614,0.47498229160552774,0.589041095890411,219,0.75,-180
0.5583596214511041,0.4881059016723155,0.6069868995633187,229,0.75,-180
0.5583596214511041,0.4881059016723155,0.6069868995633187,229,0.75,-180
0.5602043298467526,0.49169334683685806,0.6150627615062761,239,0.75,-180
0.5602043298467526,0.49169334683685806,0.6150627615062761,239,0.75,-180
0.5532796878810047,0.4817423782329931,0.6024096385542169,249,0.75,-180
0.5532796878810047,0.4817423782329931,0.6024096385542169,249,0.75,-180
0.5622097286726961,0.49526175419250906,0.5984555984555985,259,0.75,-180
0.5622097286726961,0.49526175419250906,0.5984555984555985,259,0.75,-180
0.5596667483459936,0.492383549961601,0.6133828996282528,269,0.75,-180
0.5596667483459936,0.492383549961601,0.6133828996282528,269,0.75,-180
0.5679194301154508,0.5034926442636617,0.5949820788530465,279,0.75,-180
0.5679194301154508,0.5034926442636617,0.5949820788530465,279,0.75,-180
0.5700566362964787,0.5039206649308198,0.5882352941176471,289,0.75,-180
0.5700566362964787,0.5039206649308198,0.5882352941176471,289,0.75,-180
0.5771414465564059,0.5135751592208551,0.568561872909699,299,0.75,-180
0.5771414465564059,0.5135751592208551,0.568561872909699,299,0.75,-180
0.5760950259836675,0.51526511515319,0.5760517799352751,309,0.75,-180
0.5760950259836675,0.51526511515319,0.5760517799352751,309,0.75,-180
0.5780203423468122,0.514652546896558,0.5736677115987461,319,0.75,-180
0.5780203423468122,0.514652546896558,0.5736677115987461,319,0.75,-180
0.587913454364586,0.5301625257495531,0.5653495440729484,329,0.75,-180
0.587913454364586,0.5301625257495531,0.5653495440729484,329,0.75,-180
0.5826477187733732,0.5177511184462527,0.56047197640118,339,0.75,-180
0.5826477187733732,0.5177511184462527,0.56047197640118,339,0.75,-180
0.5881029742564359,0.524268451359324,0.5644699140401146,349,0.75,-180
0.5881029742564359,0.524268451359324,0.5644699140401146,349,0.75,-180
0.5985968428965172,0.5362336461361943,0.5598885793871866,359,0.75,-180
0.5985968428965172,0.5362336461361943,0.5598885793871866,359,0.75,-180
0.6066314996232103,0.5485872457574485,0.5636856368563685,369,0.75,-180
0.6066314996232103,0.5485872457574485,0.5636856368563685,369,0.75,-180
0.6026189876605389,0.5478697786441246,0.5804749340369393,379,0.75,-180
0.6026189876605389,0.5478697786441246,0.5804749340369393,379,0.75,-180
0.6177732895733401,0.5700794343311033,0.5784061696658098,389,0.75,-180
0.6177732895733401,0.5700794343311033,0.5784061696658098,389,0.75,-180
0.613009364717793,0.5651970622306594,0.5739348370927319,399,0.75,-180
0.613009364717793,0.5651970622306594,0.5739348370927319,399,0.75,-180
0.6249682821618878,0.5822434384497938,0.6063569682151589,409,0.75,-180
0.6249682821618878,0.5822434384497938,0.6063569682151589,409,0.75,-180
0.6293563978631391,0.5868713281745747,0.5966587112171837,419,0.75,-180
0.6293563978631391,0.5868713281745747,0.5966587112171837,419,0.75,-180
0.6240754909461872,0.5919348296844007,0.6060606060606061,429,0.75,-180
0.6240754909461872,0.5919348296844007,0.6060606060606061,429,0.75,-180
0.624392738430069,0.5948093485433626,0.5968109339407744,439,0.75,-180
0.624392738430069,0.5948093485433626,0.5968109339407744,439,0.75,-180
0.6200974109202768,0.5885025098091548,0.6035634743875279,449,0.75,-180
0.6200974109202768,0.5885025098091548,0.6035634743875279,449,0.75,-180
0.6237471087124132,0.5922315595189928,0.5969498910675382,459,0.75,-180
0.6237471087124132,0.5922315595189928,0.5969498910675382,459,0.75,-180
0.6276732800824529,0.5986224759378406,0.5970149253731343,469,0.75,-180
0.6276732800824529,0.5986224759378406,0.5970149253731343,469,0.75,-180
0.6267114440712994,0.59560798463541,0.605427974947808,479,0.75,-180
0.6267114440712994,0.59560798463541,0.605427974947808,479,0.75,-180
0.6288526288526288,0.6009326967108449,0.6073619631901841,489,0.75,-180
0.6288526288526288,0.6009326967108449,0.6073619631901841,489,0.75,-180
0.6328226434692288,0.5999775943694692,0.6012024048096193,499,0.75,-180
0.6328226434692288,0.5999775943694692,0.6012024048096193,499,0.75,-180
0.6347305389221557,0.5992827594268308,0.5992141453831041,509,0.75,-180
0.6347305389221557,0.5992827594268308,0.5992141453831041,509,0.75,-180
