Accuracy,F1 Score,Train Accuracy,Number of Annotations,damping,preference
0.18041474654377881,0.09608857494779859,0.9,10,0.75,-90
0.18041474654377881,0.09608857494779859,0.9,10,0.75,-90
0.18041474654377881,0.09608857494779859,0.9,10,0.75,-90
0.18937644341801385,0.10000568362174235,0.7,20,0.75,-90
0.18937644341801385,0.10000568362174235,0.7,20,0.75,-90
0.3034722222222222,0.17437833573478861,0.6333333333333333,30,0.75,-90
0.3034722222222222,0.17437833573478861,0.6333333333333333,30,0.75,-90
0.3375870069605568,0.21257317493279332,0.65,40,0.75,-90
0.3375870069605568,0.21257317493279332,0.65,40,0.75,-90
0.4553488372093023,0.34227537628129734,0.68,50,0.75,-90
0.4553488372093023,0.34227537628129734,0.68,50,0.75,-90
0.4466200466200466,0.35721241693676475,0.6833333333333333,60,0.75,-90
0.4466200466200466,0.35721241693676475,0.6833333333333333,60,0.75,-90
0.5088785046728972,0.4147411850254848,0.6857142857142857,70,0.75,-90
0.5088785046728972,0.4147411850254848,0.6857142857142857,70,0.75,-90
0.47892271662763464,0.40857952076834586,0.7125,80,0.75,-90
0.47892271662763464,0.40857952076834586,0.7125,80,0.75,-90
0.5342723004694836,0.4634332263470125,0.6888888888888889,90,0.75,-90
0.5342723004694836,0.4634332263470125,0.6888888888888889,90,0.75,-90
0.548235294117647,0.480173571392826,0.66,100,0.75,-90
0.548235294117647,0.480173571392826,0.66,100,0.75,-90
0.5363207547169812,0.4564674906694707,0.6727272727272727,110,0.75,-90
0.5363207547169812,0.4564674906694707,0.6727272727272727,110,0.75,-90
0.566193853427896,0.4973806362874078,0.7083333333333334,120,0.75,-90
0.566193853427896,0.4973806362874078,0.7083333333333334,120,0.75,-90
0.5670616113744076,0.49519601745550346,0.6923076923076923,130,0.75,-90
0.5670616113744076,0.49519601745550346,0.6923076923076923,130,0.75,-90
0.5760095011876485,0.5029275940174601,0.6928571428571428,140,0.75,-90
0.5760095011876485,0.5029275940174601,0.6928571428571428,140,0.75,-90
0.6014285714285714,0.538053490871779,0.72,150,0.75,-90
0.6014285714285714,0.538053490871779,0.72,150,0.75,-90
0.5892601431980907,0.5313669359506406,0.71875,160,0.75,-90
0.5892601431980907,0.5313669359506406,0.71875,160,0.75,-90
0.6117224880382776,0.561233532207908,0.7529411764705882,170,0.75,-90
0.6117224880382776,0.561233532207908,0.7529411764705882,170,0.75,-90
0.617505995203837,0.5609013652401509,0.75,180,0.75,-90
0.617505995203837,0.5609013652401509,0.75,180,0.75,-90
0.6122596153846154,0.5591778717865183,0.7473684210526316,190,0.75,-90
0.6122596153846154,0.5591778717865183,0.7473684210526316,190,0.75,-90
0.6086746987951808,0.5568925309067715,0.7,200,0.75,-90
0.6086746987951808,0.5568925309067715,0.7,200,0.75,-90
0.6144927536231884,0.564956625491629,0.7142857142857143,210,0.75,-90
0.6144927536231884,0.564956625491629,0.7142857142857143,210,0.75,-90
0.6152542372881356,0.566821581261729,0.7090909090909091,220,0.75,-90
0.6152542372881356,0.566821581261729,0.7090909090909091,220,0.75,-90
0.6145631067961165,0.5726875321452113,0.691304347826087,230,0.75,-90
0.6145631067961165,0.5726875321452113,0.691304347826087,230,0.75,-90
0.6138686131386861,0.561557791404167,0.6958333333333333,240,0.75,-90
0.6138686131386861,0.561557791404167,0.6958333333333333,240,0.75,-90
0.6321951219512195,0.5870909933896665,0.688,250,0.75,-90
0.6321951219512195,0.5870909933896665,0.688,250,0.75,-90
0.639119804400978,0.5948250181710123,0.6884615384615385,260,0.75,-90
0.639119804400978,0.5948250181710123,0.6884615384615385,260,0.75,-90
0.641421568627451,0.5988369077574113,0.7037037037037037,270,0.75,-90
0.641421568627451,0.5988369077574113,0.7037037037037037,270,0.75,-90
0.6425061425061425,0.5980371080872812,0.6892857142857143,280,0.75,-90
0.6425061425061425,0.5980371080872812,0.6892857142857143,280,0.75,-90
0.6487684729064039,0.6067605144978178,0.6793103448275862,290,0.75,-90
0.6487684729064039,0.6067605144978178,0.6793103448275862,290,0.75,-90
0.6469135802469136,0.6039733231251809,0.6766666666666666,300,0.75,-90
0.6469135802469136,0.6039733231251809,0.6766666666666666,300,0.75,-90
0.6388613861386139,0.5976267256903542,0.6451612903225806,310,0.75,-90
0.6388613861386139,0.5976267256903542,0.6451612903225806,310,0.75,-90
