Activity,Start time,Duration,Day of activity,Weekend or weekday
-7.469156678224475598e-01,-6.867408873880074260e-01,-2.588666660551363630e-01,4.802214382652577607e-01,-6.146531602966721630e-01
-7.469156678224475598e-01,-6.948090799344209811e-01,-2.455795117956624252e-01,4.802214382652577607e-01,-6.146531602966721630e-01
4.310117224212104969e-01,-7.037580795273861156e-01,-2.710055477242853672e-01,4.802214382652577607e-01,-6.146531602966721630e-01
-7.469156678224475598e-01,-7.078802565052479956e-01,6.757082748008769180e-02,4.802214382652577607e-01,-6.146531602966721630e-01
-7.469156678224475598e-01,-5.301333945111175172e-01,-2.616553280602111342e-01,4.802214382652577607e-01,-6.146531602966721630e-01
-7.469156678224475598e-01,-5.373912445747035527e-01,-2.636237953579109727e-01,4.802214382652577607e-01,-6.146531602966721630e-01
1.085415828112131775e+00,-5.421123703442205510e-01,-2.204815537499894007e-01,4.802214382652577607e-01,-6.146531602966721630e-01
-7.469156678224475598e-01,-5.587067751012542161e-01,2.634333236012220691e-01,4.802214382652577607e-01,-6.146531602966721630e-01
-7.469156678224475598e-01,-4.239432969788462513e-01,9.638796036994163874e-01,4.802214382652577607e-01,-6.146531602966721630e-01
3.836925900665783679e-02,-1.901771068240285523e-01,-2.288475397652137422e-01,4.802214382652577607e-01,-6.146531602966721630e-01
3.836925900665783679e-02,-2.029664251399590780e-01,3.574727283394021210e-02,4.802214382652577607e-01,-6.146531602966721630e-01
1.347177470388500220e+00,-1.958239804789790178e-02,-2.322923575361884596e-01,4.802214382652577607e-01,-6.146531602966721630e-01
9.545350069739474419e-01,-3.515506663093171530e-02,-1.978441798264412022e-01,4.802214382652577607e-01,-6.146531602966721630e-01
-1.139558131237000227e+00,-5.386340829968954552e-02,4.033048198696421061e+00,4.802214382652577607e-01,-6.146531602966721630e-01
-1.008677310098816005e+00,8.356107795900657997e-01,-1.401024724272458000e-01,1.010331351806203815e+00,1.626933797130944770e+00
-7.469156678224475598e-01,8.667208844742714247e-01,-2.718257424316603554e-01,1.010331351806203815e+00,1.626933797130944770e+00
4.310117224212104969e-01,8.698917898418574435e-01,-2.726459371390352882e-01,1.010331351806203815e+00,1.626933797130944770e+00
-7.469156678224475598e-01,8.726751401089607452e-01,-2.680528467777356649e-01,1.010331351806203815e+00,1.626933797130944770e+00
-8.777964889606317822e-01,8.763040651407537629e-01,-2.055540100757655975e-01,1.010331351806203815e+00,1.626933797130944770e+00
-7.469156678224475598e-01,8.933564895619943158e-01,-2.629676395920110266e-01,1.010331351806203815e+00,1.626933797130944770e+00
1.870700754941237109e+00,8.980776153315114252e-01,-2.585385881721863899e-01,1.010331351806203815e+00,1.626933797130944770e+00
-7.469156678224475598e-01,9.051240717039249484e-01,-2.744503654952601401e-01,1.010331351806203815e+00,1.626933797130944770e+00
-7.469156678224475598e-01,9.115363470028211568e-01,-2.721538203146102730e-01,1.010331351806203815e+00,1.626933797130944770e+00
-6.160348466842633375e-01,9.143901618336486292e-01,-2.452514339127124521e-01,1.010331351806203815e+00,1.626933797130944770e+00
-4.851540255460790596e-01,9.242904330368895138e-01,-1.820964414448424662e-01,1.010331351806203815e+00,1.626933797130944770e+00
-2.233923832697106149e-01,9.463810737644059445e-01,1.414330536989730547e+00,1.010331351806203815e+00,1.626933797130944770e+00
-3.542732044078948372e-01,1.312374017747562904e+00,-2.690370804265855287e-01,1.010331351806203815e+00,1.626933797130944770e+00
-7.469156678224475598e-01,1.317975950563631704e+00,-2.719897813731353420e-01,1.010331351806203815e+00,1.626933797130944770e+00
-3.542732044078948372e-01,1.323472186534114137e+00,-2.644439900652859055e-01,1.010331351806203815e+00,1.626933797130944770e+00
-7.469156678224475598e-01,1.328087615458044768e+00,-2.739582486708351250e-01,1.010331351806203815e+00,1.626933797130944770e+00
-3.542732044078948372e-01,1.330448178342803489e+00,-2.692011193680605152e-01,1.010331351806203815e+00,1.626933797130944770e+00
-7.469156678224475598e-01,1.334499890756940976e+00,-2.618193670016861208e-01,1.010331351806203815e+00,1.626933797130944770e+00
3.836925900665783679e-02,1.339890429881837486e+00,6.248562029436303261e-02,1.010331351806203815e+00,1.626933797130944770e+00
-1.008677310098816005e+00,1.416309249240661927e+00,-2.470558622689372763e-01,1.010331351806203815e+00,1.626933797130944770e+00
-8.777964889606317822e-01,1.424976390578730490e+00,-2.332765911850384066e-01,1.010331351806203815e+00,1.626933797130944770e+00
3.836925900665783679e-02,1.438928374196109194e+00,9.234070764281070154e-02,1.010331351806203815e+00,1.626933797130944770e+00
2.001581576079421332e+00,-1.413089610256390571e+00,-2.467277843859873310e-01,1.010331351806203815e+00,1.626933797130944770e+00
3.836925900665783679e-02,-1.421580590185148596e+00,-2.490243295666371426e-01,1.010331351806203815e+00,1.626933797130944770e+00
2.001581576079421332e+00,-1.429613550449699844e+00,-2.723178592560852596e-01,1.010331351806203815e+00,1.626933797130944770e+00
2.132462397217605332e+00,-1.432643526689838076e+00,-1.904624274600667799e-01,1.010331351806203815e+00,1.626933797130944770e+00
3.836925900665783679e-02,-1.454487541444319687e+00,-1.519132762134448589e-01,1.010331351806203815e+00,1.626933797130944770e+00
2.263343218355789332e+00,-1.483378012571215265e+00,-2.726459371390352882e-01,1.010331351806203815e+00,1.626933797130944770e+00
2.263343218355789332e+00,-1.486901240757421805e+00,-2.572262766403864975e-01,1.010331351806203815e+00,1.626933797130944770e+00
3.836925900665783679e-02,-1.493207819210731868e+00,1.103849912050591520e-01,1.010331351806203815e+00,1.626933797130944770e+00
-7.469156678224475598e-01,-1.324445189091428610e+00,-2.737942097293601940e-01,1.010331351806203815e+00,1.626933797130944770e+00
3.836925900665783679e-02,-1.326840984258049083e+00,2.262415751594123309e-02,1.010331351806203815e+00,1.626933797130944770e+00
-9.251156213152639252e-02,-1.397094154291011803e+00,-2.739582486708351250e-01,1.010331351806203815e+00,1.626933797130944770e+00
-2.233923832697106149e-01,-1.399736575430666763e+00,1.914202282937027821e-01,1.010331351806203815e+00,1.626933797130944770e+00
2.394224039493973777e+00,-1.249224267315914627e+00,4.880026344804791472e-01,1.010331351806203815e+00,1.626933797130944770e+00
-7.469156678224475598e-01,-9.082814757366877156e-01,-2.549297314597366859e-01,1.010331351806203815e+00,1.626933797130944770e+00
-8.777964889606317822e-01,-9.147289833174460094e-01,-2.696932361924854749e-01,1.010331351806203815e+00,1.626933797130944770e+00
-9.251156213152639252e-02,-9.186045343222736248e-01,-2.724818981975603016e-01,1.010331351806203815e+00,1.626933797130944770e+00
-7.469156678224475598e-01,-9.214231168712390119e-01,-2.742863265537851536e-01,1.010331351806203815e+00,1.626933797130944770e+00
3.836925900665783679e-02,-9.237132151922733403e-01,4.133649161093601587e-01,1.010331351806203815e+00,1.626933797130944770e+00
-9.251156213152639252e-02,-8.223851725569673032e-01,-2.470558622689372763e-01,1.010331351806203815e+00,1.626933797130944770e+00
-7.469156678224475598e-01,-8.305942942308289778e-01,-2.506647189813869803e-01,1.010331351806203815e+00,1.626933797130944770e+00
1.085415828112131775e+00,-8.389091127502769085e-01,-2.255667609357140391e-01,1.010331351806203815e+00,1.626933797130944770e+00
-7.469156678224475598e-01,-8.525792381127590414e-01,2.278979797504386617e+00,1.010331351806203815e+00,1.626933797130944770e+00
3.836925900665783679e-02,-1.399006406068582786e-01,-1.638881189411189043e-01,1.010331351806203815e+00,1.626933797130944770e+00
3.836925900665783679e-02,-1.682978597876846893e-01,-2.372135257804380559e-01,1.010331351806203815e+00,1.626933797130944770e+00
3.836925900665783679e-02,-1.797835836747186944e-01,-2.537814588694117246e-01,1.010331351806203815e+00,1.626933797130944770e+00
3.836925900665783679e-02,-1.881336344760286550e-01,9.726187588706031173e-02,1.010331351806203815e+00,1.626933797130944770e+00
-7.469156678224475598e-01,-1.655242180776009958e-02,-2.675607299533106498e-01,1.010331351806203815e+00,1.626933797130944770e+00
1.347177470388500220e+00,-2.240098059686329232e-02,-2.665764963044607305e-01,1.010331351806203815e+00,1.626933797130944770e+00
-8.777964889606317822e-01,-2.708687408451826428e-02,-2.655922626556108113e-01,1.010331351806203815e+00,1.626933797130944770e+00
9.545350069739474419e-01,-3.187846441775944034e-02,-1.738944943710931390e-01,1.010331351806203815e+00,1.626933797130944770e+00
-1.139558131237000227e+00,-5.573071923837912695e-02,4.070941194177144062e+00,1.010331351806203815e+00,1.626933797130944770e+00
-8.777964889606317822e-01,8.713363133982021669e-01,-2.524691473376118878e-01,1.540441265347149757e+00,1.626933797130944770e+00
4.310117224212104969e-01,8.785236988980640316e-01,-2.718257424316603554e-01,1.540441265347149757e+00,1.626933797130944770e+00
-2.233923832697106149e-01,8.828925018489603982e-01,-1.943993620554664847e-01,1.540441265347149757e+00,1.626933797130944770e+00
-7.469156678224475598e-01,9.023407214368216467e-01,-1.840649087425423047e-01,1.540441265347149757e+00,1.626933797130944770e+00
-7.469156678224475598e-01,9.243608976006136846e-01,4.363303679158582749e-01,1.540441265347149757e+00,1.626933797130944770e+00
-9.251156213152639252e-02,1.080686532222606910e+00,-2.636237953579109727e-01,1.540441265347149757e+00,1.626933797130944770e+00
-1.008677310098816005e+00,1.086464626447986248e+00,-2.742863265537851536e-01,1.540441265347149757e+00,1.626933797130944770e+00
-7.469156678224475598e-01,1.088930886178330892e+00,-2.683809246606855825e-01,1.540441265347149757e+00,1.626933797130944770e+00
-8.777964889606317822e-01,1.092559811210123799e+00,-2.508287579228619668e-01,1.540441265347149757e+00,1.626933797130944770e+00
-7.469156678224475598e-01,1.100557539192813072e+00,-1.673329367120936495e-01,1.540441265347149757e+00,1.626933797130944770e+00
1.216296649250315998e+00,1.127827325354053389e+00,-2.613272501772611611e-01,1.540441265347149757e+00,1.626933797130944770e+00
-7.469156678224475598e-01,1.132900773942191242e+00,2.665500634892468135e-01,1.540441265347149757e+00,1.626933797130944770e+00
1.478058291526684442e+00,1.253782733010944561e+00,-1.924308947577666740e-01,1.540441265347149757e+00,1.626933797130944770e+00
1.347177470388500220e+00,1.274182224209081671e+00,-2.332765911850384066e-01,1.540441265347149757e+00,1.626933797130944770e+00
-8.777964889606317822e-01,1.286020270914736363e+00,-2.472199012104122906e-01,1.540441265347149757e+00,1.626933797130944770e+00
1.347177470388500220e+00,1.294793109098391293e+00,-2.637878342993859593e-01,1.540441265347149757e+00,1.626933797130944770e+00
3.836925900665783679e-02,1.299584699431632240e+00,1.059559397852346124e-01,1.540441265347149757e+00,1.626933797130944770e+00
-7.469156678224475598e-01,1.384529731001076902e+00,-1.281276296995717545e-01,1.540441265347149757e+00,1.626933797130944770e+00
2.001581576079421332e+00,1.418634579843558452e+00,-2.516489526302369550e-01,1.540441265347149757e+00,1.626933797130944770e+00
-7.469156678224475598e-01,1.425786733061558120e+00,-2.692011193680605152e-01,1.540441265347149757e+00,1.626933797130944770e+00
2.132462397217605332e+00,1.431247736750178579e+00,-1.468280690277203038e-01,1.540441265347149757e+00,1.626933797130944770e+00
3.836925900665783679e-02,1.460913318078039369e+00,-1.340330315926712978e-01,1.540441265347149757e+00,1.626933797130944770e+00
2.263343218355789332e+00,1.493608875646037726e+00,-2.721538203146102730e-01,1.540441265347149757e+00,1.626933797130944770e+00
3.836925900665783679e-02,1.496674084168037488e+00,-4.873278202567808692e-02,1.540441265347149757e+00,1.626933797130944770e+00
3.836925900665783679e-02,-1.441839152255837586e+00,3.497178068170652132e-01,1.540441265347149757e+00,1.626933797130944770e+00
-7.469156678224475598e-01,-1.324480421373290806e+00,-2.523051083961369012e-01,1.540441265347149757e+00,1.626933797130944770e+00
-1.139558131237000227e+00,-1.331491645463842133e+00,7.355373971662345634e-01,1.540441265347149757e+00,1.626933797130944770e+00
-7.469156678224475598e-01,-1.043326812113992474e+00,-2.532893420449867650e-01,1.540441265347149757e+00,1.626933797130944770e+00
1.692500801448420522e-01,-1.052839528216750642e+00,-2.603430165284112419e-01,1.540441265347149757e+00,1.626933797130944770e+00
3.001309012830262746e-01,-1.058758551569577877e+00,-1.827525972107424124e-01,1.540441265347149757e+00,1.626933797130944770e+00
3.836925900665783679e-02,-1.083209755181852696e+00,6.832089748357135228e-01,1.540441265347149757e+00,1.626933797130944770e+00
