Activity,Start time,Duration,Day of activity,Weekend or weekday
9.127957787497276501e-03,-1.442567044281548305e-01,-9.833691710585255874e-02,1.017048677473317841e+00,1.637945191429761360e+00
9.127957787497276501e-03,-1.723942972961866604e-01,-1.877088698719672488e-01,1.017048677473317841e+00,1.637945191429761360e+00
9.127957787497276501e-03,-1.837750110368546186e-01,-2.079025325775099298e-01,1.017048677473317841e+00,1.637945191429761360e+00
9.127957787497276501e-03,-1.920487201059905003e-01,2.199631920745827307e-01,1.017048677473317841e+00,1.637945191429761360e+00
-7.795275950522650987e-01,-2.203621729294476944e-02,-2.246972619563771256e-01,1.017048677473317841e+00,1.637945191429761360e+00
1.323553879187101323e+00,-2.783130465782475416e-02,-2.234976384293151652e-01,1.017048677473317841e+00,1.637945191429761360e+00
-9.109701871922255556e-01,-3.247435658269848952e-02,-2.222980149022532603e-01,1.017048677473317841e+00,1.637945191429761360e+00
9.292261027672200635e-01,-3.722213900211824439e-02,-1.105330896309823369e-01,1.017048677473317841e+00,1.637945191429761360e+00
-9.109701871922255556e-01,8.577348470585062223e-01,-2.063030345414273437e-01,1.548452921145878847e+00,1.637945191429761360e+00
4.034557342073784580e-01,8.648565206876358546e-01,-2.298956305736455652e-01,1.548452921145878847e+00,1.637945191429761360e+00
-2.537572264924235488e-01,8.691853811288714482e-01,-1.355252464447727900e-01,1.548452921145878847e+00,1.637945191429761360e+00
-7.795275950522650987e-01,8.884557921253398716e-01,-1.229291994106223862e-01,1.548452921145878847e+00,1.637945191429761360e+00
-7.795275950522650987e-01,9.102746451557615082e-01,6.332334971474217200e-01,1.548452921145878847e+00,1.637945191429761360e+00
-1.223146343524631197e-01,1.065171046589331150e+00,-2.198987678481293395e-01,1.548452921145878847e+00,1.637945191429761360e+00
-1.042412779332186012e+00,1.070896313624513985e+00,-2.328946893913003968e-01,1.548452921145878847e+00,1.637945191429761360e+00
-7.795275950522650987e-01,1.073340025163921130e+00,-2.256969482289287454e-01,1.548452921145878847e+00,1.637945191429761360e+00
-9.109701871922255556e-01,1.076935772143334580e+00,-2.043036619963240763e-01,1.548452921145878847e+00,1.637945191429761360e+00
-7.795275950522650987e-01,1.084860379563983956e+00,-1.025355994505693785e-01,1.548452921145878847e+00,1.637945191429761360e+00
1.192111287047140866e+00,1.111880847156857977e+00,-2.170996462849848485e-01,1.548452921145878847e+00,1.637945191429761360e+00
-7.795275950522650987e-01,1.116907910895067246e+00,4.262984387292366728e-01,1.548452921145878847e+00,1.637945191429761360e+00
1.454996471327061780e+00,1.236684686490870044e+00,-1.331259993906488970e-01,1.548452921145878847e+00,1.637945191429761360e+00
1.323553879187101323e+00,1.256897671938252747e+00,-1.829103757637194905e-01,1.548452921145878847e+00,1.637945191429761360e+00
-9.109701871922255556e-01,1.268627487327407266e+00,-1.999050423970969992e-01,1.548452921145878847e+00,1.637945191429761360e+00
1.323553879187101323e+00,1.277320118374727587e+00,-2.200987051026397079e-01,1.548452921145878847e+00,1.637945191429761360e+00
9.127957787497276501e-03,1.282067900794147119e+00,2.305598665636298672e-01,1.548452921145878847e+00,1.637945191429761360e+00
-7.795275950522650987e-01,1.366236308244301867e+00,-5.475059562260201074e-02,1.548452921145878847e+00,1.637945191429761360e+00
1.980766839886903163e+00,1.400029347817819181e+00,-2.053033482688757239e-01,1.548452921145878847e+00,1.637945191429761360e+00
-7.795275950522650987e-01,1.407116111282100013e+00,-2.266966345014803375e-01,1.548452921145878847e+00,1.637945191429761360e+00
2.112209432026863620e+00,1.412527186833644643e+00,-7.754344263677892535e-02,1.548452921145878847e+00,1.637945191429761360e+00
9.127957787497276501e-03,1.441921545636228652e+00,-6.194833678497365520e-02,1.548452921145878847e+00,1.637945191429761360e+00
