Accuracy,F1 Score,Train Accuracy,Number of Annotations,damping,preference,Train_type,Classes,Unique Classes
0.1435602953240361,0.03734354862820379,1.0,10,0.75,-180,Random,2,['Standing' 'Walking Downstairs']
0.1435602953240361,0.03734354862820379,1.0,10,0.75,-180,BvSB,2,['Standing' 'Walking Downstairs']
0.1435602953240361,0.03734354862820379,1.0,10,0.75,-180,BvSB,2,['Standing' 'Walking Downstairs']
0.23795180722891565,0.10245555698404459,1.0,15,0.75,-180,BvSB,3,['Standing' 'Walking Downstairs' 'Walking Right']
0.23795180722891565,0.10245555698404459,1.0,15,0.75,-180,BvSB,3,['Standing' 'Walking Downstairs' 'Walking Right']
0.31368247874965727,0.20835674268088747,1.0,20,0.75,-180,BvSB,6,"['Jumping Up' 'Standing' 'Walking Downstairs' 'Walking Forward'
 'Walking Right' 'Walking Upstairs']"
0.31368247874965727,0.20835674268088747,1.0,20,0.75,-180,BvSB,6,"['Jumping Up' 'Standing' 'Walking Downstairs' 'Walking Forward'
 'Walking Right' 'Walking Upstairs']"
0.314387699066447,0.23362093818541052,1.0,25,0.75,-180,BvSB,7,"['Jumping Up' 'Standing' 'Walking Downstairs' 'Walking Forward'
 'Walking Left' 'Walking Right' 'Walking Upstairs']"
0.314387699066447,0.23362093818541052,1.0,25,0.75,-180,BvSB,7,"['Jumping Up' 'Standing' 'Walking Downstairs' 'Walking Forward'
 'Walking Left' 'Walking Right' 'Walking Upstairs']"
0.3508386032444322,0.267389763131832,1.0,30,0.75,-180,BvSB,7,"['Jumping Up' 'Standing' 'Walking Downstairs' 'Walking Forward'
 'Walking Left' 'Walking Right' 'Walking Upstairs']"
0.3508386032444322,0.267389763131832,1.0,30,0.75,-180,BvSB,7,"['Jumping Up' 'Standing' 'Walking Downstairs' 'Walking Forward'
 'Walking Left' 'Walking Right' 'Walking Upstairs']"
0.5110132158590308,0.484870245509284,1.0,35,0.75,-180,BvSB,9,"['Jumping Up' 'Running Forward' 'Sleeping' 'Standing' 'Walking Downstairs'
 'Walking Forward' 'Walking Left' 'Walking Right' 'Walking Upstairs']"
0.5110132158590308,0.484870245509284,1.0,35,0.75,-180,BvSB,9,"['Jumping Up' 'Running Forward' 'Sleeping' 'Standing' 'Walking Downstairs'
 'Walking Forward' 'Walking Left' 'Walking Right' 'Walking Upstairs']"
0.5412186379928315,0.5137684302647361,1.0,40,0.75,-180,BvSB,9,"['Jumping Up' 'Running Forward' 'Sleeping' 'Standing' 'Walking Downstairs'
 'Walking Forward' 'Walking Left' 'Walking Right' 'Walking Upstairs']"
0.5412186379928315,0.5137684302647361,1.0,40,0.75,-180,BvSB,9,"['Jumping Up' 'Running Forward' 'Sleeping' 'Standing' 'Walking Downstairs'
 'Walking Forward' 'Walking Left' 'Walking Right' 'Walking Upstairs']"
0.5679182771949199,0.5360259258957646,1.0,45,0.75,-180,BvSB,9,"['Jumping Up' 'Running Forward' 'Sleeping' 'Standing' 'Walking Downstairs'
 'Walking Forward' 'Walking Left' 'Walking Right' 'Walking Upstairs']"
0.5679182771949199,0.5360259258957646,1.0,45,0.75,-180,BvSB,9,"['Jumping Up' 'Running Forward' 'Sleeping' 'Standing' 'Walking Downstairs'
 'Walking Forward' 'Walking Left' 'Walking Right' 'Walking Upstairs']"
0.5993917611280066,0.5753061936457842,1.0,50,0.75,-180,BvSB,10,"['Elevator Down' 'Jumping Up' 'Running Forward' 'Sleeping' 'Standing'
 'Walking Downstairs' 'Walking Forward' 'Walking Left' 'Walking Right'
 'Walking Upstairs']"
