Accuracy,F1 Score,Train Accuracy,Number of Annotations,damping,preference,Train_type
0.21766475252939568,0.08483011755077184,1.0,10,0.75,-180,Random
0.47700170357751276,0.38134150381830806,0.6827586206896552,145,0.75,-180,AP
0.6723379290114403,0.6150306376018335,0.7906976744186046,258,0.75,-180,AP
0.7328290468986385,0.6881721100865661,0.8397790055248618,362,0.75,-180,AP
0.7328290468986385,0.6881721100865661,0.8397790055248618,362,0.75,-180,BvSB
0.7328290468986385,0.6881721100865661,0.8397790055248618,362,0.75,-180,BvSB
0.7336363636363636,0.6890740810141893,0.8310626702997275,367,0.75,-180,BvSB
0.7338391502276176,0.6894701903337936,0.8279569892473119,372,0.75,-180,BvSB
0.7343465045592705,0.6900631651963067,0.8222811671087533,377,0.75,-180,BvSB
0.7351598173515982,0.6907673202264093,0.8141361256544503,382,0.75,-180,BvSB
0.7356707317073171,0.6910541564268871,0.8087855297157622,387,0.75,-180,BvSB
0.7361832061068703,0.6916091509046681,0.8035714285714286,392,0.75,-180,BvSB
0.7373088685015291,0.6925836746773513,0.7934508816120907,397,0.75,-180,BvSB
0.7375191424196018,0.6928928527675503,0.7910447761194029,402,0.75,-180,BvSB
0.7383435582822085,0.6936032218506437,0.7837837837837838,407,0.75,-180,BvSB
0.7382488479262673,0.6934863676737534,0.7839805825242718,412,0.75,-180,BvSB
0.7393846153846154,0.69477927074993,0.7745803357314148,417,0.75,-180,BvSB
0.7405238828967643,0.696174010419801,0.7654028436018957,422,0.75,-180,BvSB
0.741358024691358,0.6970654841050303,0.7587822014051522,427,0.75,-180,BvSB
0.7418856259659969,0.6979032090270575,0.7546296296296297,432,0.75,-180,BvSB
0.7424148606811145,0.6984598434747841,0.7505720823798627,437,0.75,-180,BvSB
0.7426356589147287,0.6986563955667567,0.748868778280543,442,0.75,-180,BvSB
0.743167701863354,0.6991306581194544,0.7449664429530202,447,0.75,-180,BvSB
0.743701399688958,0.6997247963750828,0.7411504424778761,452,0.75,-180,BvSB
0.7445482866043613,0.7007357554132905,0.7352297592997812,457,0.75,-180,BvSB
0.7450858034321373,0.7013536223835397,0.7316017316017316,462,0.75,-180,BvSB
0.7459375,0.702223456029379,0.7259100642398287,467,0.75,-180,BvSB
0.7471048513302034,0.7034714990295138,0.7182203389830508,472,0.75,-180,BvSB
0.7467084639498432,0.7031867527852391,0.7211740041928721,477,0.75,-180,BvSB
0.7472527472527473,0.7035818665853497,0.7178423236514523,482,0.75,-180,BvSB
0.7484276729559748,0.7045729581518746,0.7104722792607803,487,0.75,-180,BvSB
0.7492913385826772,0.7056453249744226,0.7052845528455285,492,0.75,-180,BvSB
0.7495268138801262,0.7059039015748886,0.704225352112676,497,0.75,-180,BvSB
0.7500789889415482,0.7062976959541523,0.701195219123506,502,0.75,-180,BvSB
0.7503164556962025,0.7064381072529815,0.7001972386587771,507,0.75,-180,BvSB
0.751188589540412,0.7072626659253054,0.6953125,512,0.75,-180,BvSB
0.7523809523809524,0.708508751354651,0.688588007736944,517,0.75,-180,BvSB
0.7529411764705882,0.7091452163569266,0.685823754789272,522,0.75,-180,BvSB
0.7535031847133759,0.7095426133370539,0.683111954459203,527,0.75,-180,BvSB
0.7537480063795853,0.7099429818919217,0.6823308270676691,532,0.75,-180,BvSB
0.7536741214057509,0.7100280102650307,0.6834264432029795,537,0.75,-180,BvSB
0.75424,0.7105687622261915,0.6808118081180812,542,0.75,-180,BvSB
0.7548076923076923,0.7112113431149368,0.6782449725776966,547,0.75,-180,BvSB
0.7556982343499198,0.7122129908000866,0.6739130434782609,552,0.75,-180,BvSB
0.7562700964630225,0.7128399861793063,0.6714542190305206,557,0.75,-180,BvSB
0.7568438003220612,0.7134660471897165,0.6690391459074733,562,0.75,-180,BvSB
0.7574193548387097,0.714163042076822,0.6666666666666666,567,0.75,-180,BvSB
0.7579967689822295,0.7147635741206073,0.6643356643356644,572,0.75,-180,BvSB
0.7585760517799353,0.7151665998691453,0.6620450606585788,577,0.75,-180,BvSB
0.7594813614262561,0.7159246618073358,0.6580756013745704,582,0.75,-180,BvSB
0.7603896103896104,0.7166534519079875,0.6541737649063032,587,0.75,-180,BvSB
0.7616260162601626,0.7177300783233641,0.6486486486486487,592,0.75,-180,BvSB
0.7625407166123779,0.7187573695011388,0.644891122278057,597,0.75,-180,BvSB
0.7631321370309951,0.7194124499544875,0.6428571428571429,602,0.75,-180,BvSB
0.7640522875816993,0.720219417099796,0.6392092257001647,607,0.75,-180,BvSB
0.7649754500818331,0.7209428082073178,0.6356209150326797,612,0.75,-180,BvSB
0.7655737704918033,0.72148266777492,0.6337115072933549,617,0.75,-180,BvSB
0.7658456486042693,0.7218628309648344,0.6334405144694534,622,0.75,-180,BvSB
0.7661184210526316,0.7219294348105272,0.6331738437001595,627,0.75,-180,BvSB
0.7667215815485997,0.7224595081039117,0.6313291139240507,632,0.75,-180,BvSB
0.766996699669967,0.7227852733572907,0.631083202511774,637,0.75,-180,BvSB
0.7669421487603306,0.722944021957358,0.632398753894081,642,0.75,-180,BvSB
0.7678807947019868,0.7241592726114057,0.6290571870170015,647,0.75,-180,BvSB
0.7688225538971808,0.7253713026459921,0.6257668711656442,652,0.75,-180,BvSB
0.7691029900332226,0.7257549953291518,0.6255707762557078,657,0.75,-180,BvSB
0.7700499168053244,0.7265610786839791,0.622356495468278,662,0.75,-180,BvSB
0.7713333333333333,0.7278997443145927,0.6176911544227887,667,0.75,-180,BvSB
0.7726210350584307,0.7289227470937655,0.6130952380952381,672,0.75,-180,BvSB
