Accuracy,F1 Score,Train Accuracy,Number of Annotations,damping,preference,Train_type
0.13508340169537872,0.04058193063180998,1.0,10,0.75,-180,Random
0.13508340169537872,0.04058193063180998,1.0,10,0.75,-180,AP
0.13508340169537872,0.04058193063180998,1.0,10,0.75,-180,BvSB
0.13508340169537872,0.04058193063180998,1.0,10,0.75,-180,BvSB
0.19577735124760076,0.08742607366762471,0.95,20,0.75,-180,BvSB
0.19577735124760076,0.08742607366762471,0.95,20,0.75,-180,BvSB
0.22848501512235359,0.09965199437594338,0.9333333333333333,30,0.75,-180,BvSB
0.22848501512235359,0.09965199437594338,0.9333333333333333,30,0.75,-180,BvSB
0.23628342983181694,0.11230175696595115,0.95,40,0.75,-180,BvSB
0.23628342983181694,0.11230175696595115,0.95,40,0.75,-180,BvSB
0.23970141000829417,0.11775983063116258,0.98,50,0.75,-180,BvSB
0.23970141000829417,0.11775983063116258,0.98,50,0.75,-180,BvSB
0.2888827280288328,0.1873051959297874,0.9166666666666666,60,0.75,-180,BvSB
0.2888827280288328,0.1873051959297874,0.9166666666666666,60,0.75,-180,BvSB
0.3463997775924381,0.23856758672511594,0.9285714285714286,70,0.75,-180,BvSB
0.3463997775924381,0.23856758672511594,0.9285714285714286,70,0.75,-180,BvSB
0.38388625592417064,0.26106349121473044,0.9125,80,0.75,-180,BvSB
0.38388625592417064,0.26106349121473044,0.9125,80,0.75,-180,BvSB
0.3941850712887895,0.280388581787714,0.8888888888888888,90,0.75,-180,BvSB
0.3941850712887895,0.280388581787714,0.8888888888888888,90,0.75,-180,BvSB
0.39781328847771236,0.28732862173181517,0.91,100,0.75,-180,BvSB
0.39781328847771236,0.28732862173181517,0.91,100,0.75,-180,BvSB
0.4318245712679224,0.33059370747347505,0.9272727272727272,110,0.75,-180,BvSB
0.4318245712679224,0.33059370747347505,0.9272727272727272,110,0.75,-180,BvSB
0.4795601917113053,0.38309196160997916,0.95,120,0.75,-180,BvSB
0.4795601917113053,0.38309196160997916,0.95,120,0.75,-180,BvSB
0.4795024031665253,0.38892992897610984,0.9538461538461539,130,0.75,-180,BvSB
0.4795024031665253,0.38892992897610984,0.9538461538461539,130,0.75,-180,BvSB
0.506946413382478,0.4471578601862433,0.9142857142857143,140,0.75,-180,BvSB
0.506946413382478,0.4471578601862433,0.9142857142857143,140,0.75,-180,BvSB
0.6061984646005119,0.5628414241818244,0.92,150,0.75,-180,BvSB
0.6061984646005119,0.5628414241818244,0.92,150,0.75,-180,BvSB
0.6016538351867693,0.5542656648207865,0.91875,160,0.75,-180,BvSB
0.6016538351867693,0.5542656648207865,0.91875,160,0.75,-180,BvSB
0.6391192450672004,0.6100349990525186,0.9235294117647059,170,0.75,-180,BvSB
0.6391192450672004,0.6100349990525186,0.9235294117647059,170,0.75,-180,BvSB
0.5838829939776312,0.5450633601278599,0.85,180,0.75,-180,BvSB
0.5838829939776312,0.5450633601278599,0.85,180,0.75,-180,BvSB
0.5849870578084556,0.5435398488751477,0.8368421052631579,190,0.75,-180,BvSB
0.5849870578084556,0.5435398488751477,0.8368421052631579,190,0.75,-180,BvSB
0.5826362849725988,0.5392265853919334,0.805,200,0.75,-180,BvSB
0.5826362849725988,0.5392265853919334,0.805,200,0.75,-180,BvSB
0.5551055828753254,0.5038476588451457,0.7714285714285715,210,0.75,-180,BvSB
0.5551055828753254,0.5038476588451457,0.7714285714285715,210,0.75,-180,BvSB
0.5831157528285466,0.54010670047994,0.7954545454545454,220,0.75,-180,BvSB
0.5831157528285466,0.54010670047994,0.7954545454545454,220,0.75,-180,BvSB
0.587139947628746,0.5710157118093269,0.8347826086956521,230,0.75,-180,BvSB
0.587139947628746,0.5710157118093269,0.8347826086956521,230,0.75,-180,BvSB
0.5730960023344033,0.5519818063742105,0.8041666666666667,240,0.75,-180,BvSB
0.5730960023344033,0.5519818063742105,0.8041666666666667,240,0.75,-180,BvSB
0.6608135791630085,0.6303276882920201,0.82,250,0.75,-180,BvSB
0.6608135791630085,0.6303276882920201,0.82,250,0.75,-180,BvSB
0.7196947461109481,0.707032435461083,0.8461538461538461,260,0.75,-180,BvSB
0.7196947461109481,0.707032435461083,0.8461538461538461,260,0.75,-180,BvSB
0.7215189873417721,0.7061773831121101,0.8481481481481481,270,0.75,-180,BvSB
0.7215189873417721,0.7061773831121101,0.8481481481481481,270,0.75,-180,BvSB
0.7280779450841453,0.7117164355816072,0.8285714285714286,280,0.75,-180,BvSB
0.7280779450841453,0.7117164355816072,0.8285714285714286,280,0.75,-180,BvSB
0.7349718685223571,0.716327358388627,0.8482758620689655,290,0.75,-180,BvSB
0.7349718685223571,0.716327358388627,0.8482758620689655,290,0.75,-180,BvSB
0.7478467478467479,0.7319302219840353,0.8433333333333334,300,0.75,-180,BvSB
0.7478467478467479,0.7319302219840353,0.8433333333333334,300,0.75,-180,BvSB
0.7366696455168305,0.7182183354672443,0.8258064516129032,310,0.75,-180,BvSB
0.7366696455168305,0.7182183354672443,0.8258064516129032,310,0.75,-180,BvSB
0.7436510307738273,0.7257711484951538,0.840625,320,0.75,-180,BvSB
0.7436510307738273,0.7257711484951538,0.840625,320,0.75,-180,BvSB
0.7485765657776446,0.7306809345159332,0.8333333333333334,330,0.75,-180,BvSB
0.7485765657776446,0.7306809345159332,0.8333333333333334,330,0.75,-180,BvSB
0.7595431319507063,0.7413731645994935,0.8264705882352941,340,0.75,-180,BvSB
0.7595431319507063,0.7413731645994935,0.8264705882352941,340,0.75,-180,BvSB
0.7561049140789871,0.7392513061534622,0.8171428571428572,350,0.75,-180,BvSB
0.7561049140789871,0.7392513061534622,0.8171428571428572,350,0.75,-180,BvSB
0.7617175687934684,0.7428399501287064,0.8138888888888889,360,0.75,-180,BvSB
0.7617175687934684,0.7428399501287064,0.8138888888888889,360,0.75,-180,BvSB
0.7637245981195026,0.7484489577900721,0.8027027027027027,370,0.75,-180,BvSB
0.7637245981195026,0.7484489577900721,0.8027027027027027,370,0.75,-180,BvSB
0.7748707027684819,0.760959927308907,0.8131578947368421,380,0.75,-180,BvSB
0.7748707027684819,0.760959927308907,0.8131578947368421,380,0.75,-180,BvSB
0.7693011901129081,0.7515144111178115,0.8076923076923077,390,0.75,-180,BvSB
0.7693011901129081,0.7515144111178115,0.8076923076923077,390,0.75,-180,BvSB
0.7786960514233241,0.7586818450990472,0.785,400,0.75,-180,BvSB
0.7786960514233241,0.7586818450990472,0.785,400,0.75,-180,BvSB
0.7731040835124348,0.7574314671756139,0.7926829268292683,410,0.75,-180,BvSB
0.7731040835124348,0.7574314671756139,0.7926829268292683,410,0.75,-180,BvSB
