Accuracy,F1 Score,Train Accuracy,Number of Annotations,damping,preference,Train_type,Classes,Unique Classes
0.21930544161881324,0.07996462945070772,1.0,10,0.75,-180,Random,2,['Standing' 'Walking Forward']
0.21930544161881324,0.07996462945070772,1.0,10,0.75,-180,BvSB,2,['Standing' 'Walking Forward']
0.21930544161881324,0.07996462945070772,1.0,10,0.75,-180,BvSB,2,['Standing' 'Walking Forward']
0.31161007667031765,0.2203412292718385,1.0,15,0.75,-180,BvSB,5,"['Sleeping' 'Standing' 'Walking Downstairs' 'Walking Forward'
 'Walking Upstairs']"
0.31161007667031765,0.2203412292718385,1.0,15,0.75,-180,BvSB,5,"['Sleeping' 'Standing' 'Walking Downstairs' 'Walking Forward'
 'Walking Upstairs']"
0.3679736769947902,0.25660107548223876,1.0,20,0.75,-180,BvSB,5,"['Sleeping' 'Standing' 'Walking Downstairs' 'Walking Forward'
 'Walking Upstairs']"
0.3679736769947902,0.25660107548223876,1.0,20,0.75,-180,BvSB,5,"['Sleeping' 'Standing' 'Walking Downstairs' 'Walking Forward'
 'Walking Upstairs']"
0.4028006589785832,0.3146196423514663,1.0,25,0.75,-180,BvSB,6,"['Sitting' 'Sleeping' 'Standing' 'Walking Downstairs' 'Walking Forward'
 'Walking Upstairs']"
0.4028006589785832,0.3146196423514663,1.0,25,0.75,-180,BvSB,6,"['Sitting' 'Sleeping' 'Standing' 'Walking Downstairs' 'Walking Forward'
 'Walking Upstairs']"
0.4300247456695078,0.33267333852865083,1.0,30,0.75,-180,BvSB,6,"['Sitting' 'Sleeping' 'Standing' 'Walking Downstairs' 'Walking Forward'
 'Walking Upstairs']"
0.4300247456695078,0.33267333852865083,1.0,30,0.75,-180,BvSB,6,"['Sitting' 'Sleeping' 'Standing' 'Walking Downstairs' 'Walking Forward'
 'Walking Upstairs']"
0.44548458149779735,0.36374297944105805,1.0,35,0.75,-180,BvSB,7,"['Elevator Down' 'Sitting' 'Sleeping' 'Standing' 'Walking Downstairs'
 'Walking Forward' 'Walking Upstairs']"
0.44548458149779735,0.36374297944105805,1.0,35,0.75,-180,BvSB,7,"['Elevator Down' 'Sitting' 'Sleeping' 'Standing' 'Walking Downstairs'
 'Walking Forward' 'Walking Upstairs']"
0.4775296388199614,0.41004130362442814,1.0,40,0.75,-180,BvSB,8,"['Elevator Down' 'Sitting' 'Sleeping' 'Standing' 'Walking Downstairs'
 'Walking Forward' 'Walking Right' 'Walking Upstairs']"
0.4775296388199614,0.41004130362442814,1.0,40,0.75,-180,BvSB,8,"['Elevator Down' 'Sitting' 'Sleeping' 'Standing' 'Walking Downstairs'
 'Walking Forward' 'Walking Right' 'Walking Upstairs']"
0.5323025952512425,0.482616918370365,1.0,45,0.75,-180,BvSB,9,"['Elevator Down' 'Elevator Up' 'Sitting' 'Sleeping' 'Standing'
 'Walking Downstairs' 'Walking Forward' 'Walking Right' 'Walking Upstairs']"
0.5323025952512425,0.482616918370365,1.0,45,0.75,-180,BvSB,9,"['Elevator Down' 'Elevator Up' 'Sitting' 'Sleeping' 'Standing'
 'Walking Downstairs' 'Walking Forward' 'Walking Right' 'Walking Upstairs']"
0.5515620680121648,0.5084510830431486,1.0,50,0.75,-180,BvSB,10,"['Elevator Down' 'Elevator Up' 'Sitting' 'Sleeping' 'Standing'
 'Walking Downstairs' 'Walking Forward' 'Walking Left' 'Walking Right'
 'Walking Upstairs']"
0.5515620680121648,0.5084510830431486,1.0,50,0.75,-180,BvSB,10,"['Elevator Down' 'Elevator Up' 'Sitting' 'Sleeping' 'Standing'
 'Walking Downstairs' 'Walking Forward' 'Walking Left' 'Walking Right'
 'Walking Upstairs']"
0.5617386489479512,0.5223712685392675,1.0,55,0.75,-180,BvSB,10,"['Elevator Down' 'Elevator Up' 'Sitting' 'Sleeping' 'Standing'
 'Walking Downstairs' 'Walking Forward' 'Walking Left' 'Walking Right'
 'Walking Upstairs']"
0.5617386489479512,0.5223712685392675,1.0,55,0.75,-180,BvSB,10,"['Elevator Down' 'Elevator Up' 'Sitting' 'Sleeping' 'Standing'
 'Walking Downstairs' 'Walking Forward' 'Walking Left' 'Walking Right'
 'Walking Upstairs']"
0.5794288882728029,0.5458159161931491,1.0,60,0.75,-180,BvSB,11,"['Elevator Down' 'Elevator Up' 'Running Forward' 'Sitting' 'Sleeping'
 'Standing' 'Walking Downstairs' 'Walking Forward' 'Walking Left'
 'Walking Right' 'Walking Upstairs']"
0.5794288882728029,0.5458159161931491,1.0,60,0.75,-180,BvSB,11,"['Elevator Down' 'Elevator Up' 'Running Forward' 'Sitting' 'Sleeping'
 'Standing' 'Walking Downstairs' 'Walking Forward' 'Walking Left'
 'Walking Right' 'Walking Upstairs']"
0.6224319822320933,0.5890268268033236,1.0,65,0.75,-180,BvSB,11,"['Elevator Down' 'Elevator Up' 'Running Forward' 'Sitting' 'Sleeping'
 'Standing' 'Walking Downstairs' 'Walking Forward' 'Walking Left'
 'Walking Right' 'Walking Upstairs']"
0.6224319822320933,0.5890268268033236,1.0,65,0.75,-180,BvSB,11,"['Elevator Down' 'Elevator Up' 'Running Forward' 'Sitting' 'Sleeping'
 'Standing' 'Walking Downstairs' 'Walking Forward' 'Walking Left'
 'Walking Right' 'Walking Upstairs']"
0.640533778148457,0.60772638031273,1.0,70,0.75,-180,BvSB,11,"['Elevator Down' 'Elevator Up' 'Running Forward' 'Sitting' 'Sleeping'
 'Standing' 'Walking Downstairs' 'Walking Forward' 'Walking Left'
 'Walking Right' 'Walking Upstairs']"
0.640533778148457,0.60772638031273,1.0,70,0.75,-180,BvSB,11,"['Elevator Down' 'Elevator Up' 'Running Forward' 'Sitting' 'Sleeping'
 'Standing' 'Walking Downstairs' 'Walking Forward' 'Walking Left'
 'Walking Right' 'Walking Upstairs']"
0.6414253897550112,0.6068354636057891,1.0,75,0.75,-180,BvSB,11,"['Elevator Down' 'Elevator Up' 'Running Forward' 'Sitting' 'Sleeping'
 'Standing' 'Walking Downstairs' 'Walking Forward' 'Walking Left'
 'Walking Right' 'Walking Upstairs']"
0.6414253897550112,0.6068354636057891,1.0,75,0.75,-180,BvSB,11,"['Elevator Down' 'Elevator Up' 'Running Forward' 'Sitting' 'Sleeping'
 'Standing' 'Walking Downstairs' 'Walking Forward' 'Walking Left'
 'Walking Right' 'Walking Upstairs']"
