Accuracy,F1 Score,Train Accuracy,Number of Annotations,damping,preference,Train_type,Classes,Unique Classes
0.21930544161881324,0.08017485426940316,1.0,10,0.75,-180,Random,2,['Standing' 'Walking Forward']
0.21930544161881324,0.08017485426940316,1.0,10,0.75,-180,BvSB,2,['Standing' 'Walking Forward']
0.21930544161881324,0.08017485426940316,1.0,10,0.75,-180,BvSB,2,['Standing' 'Walking Forward']
0.25657174151150053,0.14871227818598606,1.0,15,0.75,-180,BvSB,4,['Standing' 'Walking Forward' 'Walking Left' 'Walking Upstairs']
0.25657174151150053,0.14871227818598606,1.0,15,0.75,-180,BvSB,4,['Standing' 'Walking Forward' 'Walking Left' 'Walking Upstairs']
0.2890046613655059,0.19052356799717707,1.0,20,0.75,-180,BvSB,5,"['Standing' 'Walking Downstairs' 'Walking Forward' 'Walking Left'
 'Walking Upstairs']"
0.2890046613655059,0.19052356799717707,1.0,20,0.75,-180,BvSB,5,"['Standing' 'Walking Downstairs' 'Walking Forward' 'Walking Left'
 'Walking Upstairs']"
0.3563975837451949,0.28193965550099653,1.0,25,0.75,-180,BvSB,7,"['Running Forward' 'Standing' 'Walking Downstairs' 'Walking Forward'
 'Walking Left' 'Walking Right' 'Walking Upstairs']"
0.3563975837451949,0.28193965550099653,1.0,25,0.75,-180,BvSB,7,"['Running Forward' 'Standing' 'Walking Downstairs' 'Walking Forward'
 'Walking Left' 'Walking Right' 'Walking Upstairs']"
0.43469892768765467,0.3675996380566351,1.0,30,0.75,-180,BvSB,8,"['Jumping Up' 'Running Forward' 'Standing' 'Walking Downstairs'
 'Walking Forward' 'Walking Left' 'Walking Right' 'Walking Upstairs']"
0.43469892768765467,0.3675996380566351,1.0,30,0.75,-180,BvSB,8,"['Jumping Up' 'Running Forward' 'Standing' 'Walking Downstairs'
 'Walking Forward' 'Walking Left' 'Walking Right' 'Walking Upstairs']"
